id,is_contractor
06a8990f-40d8-498d-b52d-f63c16967d8d,FALSE
d9d454b8-032f-4756-9c1a-caea43f51a26,FALSE
1e8fffc6-dac5-4904-b87d-0c62f06aafcc,FALSE
085a7728-97ee-400f-9a61-f9c02995147d,FALSE
bfdf6d43-4365-4f62-a868-ed5c36f5e258,FALSE
ee73c529-1a12-40a9-8ee9-38d273fdd930,FALSE
5c71f35b-0f92-4e71-bbf1-445b596e8b50,TRUE
e9f3d939-070f-4c05-b5bf-d4097d460d4c,FALSE
4b64d969-c374-47b6-9735-37b5ed7af89d,FALSE
fa37c331-c8e2-4aba-87a9-2c4b2a03efe0,FALSE
4f1f6988-5f9c-4ad8-830d-4e8f1fdb6354,FALSE
1e812acc-de5b-4f18-aec9-2ec1e9702081,FALSE
7ddbe5ff-b162-4943-9482-7fcd8ee8af05,FALSE
e8271898-278f-4668-9aed-24c4a88879e0,FALSE
f0bec26e-256b-4a2d-a03a-a04e06e6fa1a,FALSE
234378b3-d840-4a30-a4df-c4d02978221e,FALSE
4f6e2f4a-418c-4c8b-a3a5-4231561de111,FALSE
a95a0d3c-1efa-4e3f-8055-c83ebe56d978,FALSE
cd7c3cbb-157d-4d90-ba76-4689d33fe8d0,FALSE
834bba2e-448b-4686-b2f9-59513bb1f487,FALSE
63630259-fef1-45b4-89fe-7230dd10ffcb,FALSE
84382af0-77a8-499b-b14c-dc7f8f79ff5b,FALSE
1f106db3-f1ec-40a8-bdf1-145ee954bd4e,FALSE
ea439a71-2c28-4ad8-8eb7-dfc76f9fd9c5,FALSE
41afe71d-d85f-4c86-b9b2-2023dfc1dbc0,FALSE
ffe57d50-a4a3-4490-ba60-d3d215dd0b72,FALSE
78ed3a3e-6ad3-4e48-87a7-38d7a7d97729,FALSE
8c81e4ab-c3f9-4a6d-90df-a86e0fcb5d5c,FALSE
35d63fc9-5a3c-47fc-8df6-0521a751d6b4,TRUE
0452625f-0af7-403a-a4fa-b09c69c9a891,TRUE
ce6d713e-e75f-4ba9-8639-cb327ff14d33,TRUE
f984e29c-d6c3-46b1-af72-c10b57e97056,FALSE
a28ebe97-b3e6-47e0-ad62-e5cc17ae4449,TRUE
e3ecc8d3-d15d-4194-8c76-ca56aee22300,TRUE
f3238604-ff40-4723-830d-05a0797d527b,TRUE
74c46fce-d0d0-4e7d-bde8-e55ea414573a,FALSE
8fbc0830-3b4b-4215-a49f-b5d970b0a729,TRUE
90005087-bef8-4f6c-b62d-c40c3bb3b8c9,TRUE
634e77b7-43ae-42c3-8f01-2083573010d6,FALSE
03c799fc-0e0c-4e6a-8ff8-5371b3540899,TRUE
8e4de572-268a-49eb-addc-ff54468121ba,TRUE
9c540bed-ef14-4cea-bbef-18dfdf8e1ef0,FALSE
3520b26b-2a43-4e75-87b2-415cd83c9c11,FALSE
2b34ae41-d2b6-4738-a2f3-255eb8996910,FALSE
